0.010185,0.0034811,0.0010038
0.024923,0.0043829,0.029001
0.039943,0.0054528,0.055204
0.053564,0.0067105,0.075235
0.06549,0.0081748,0.091779
0.075971,0.0098817,0.10627
0.084631,0.012216,0.12073
0.091529,0.014738,0.13557
0.096822,0.017757,0.15071
0.10114,0.021086,0.1661
0.10568,0.023919,0.18174
0.11063,0.026096,0.19763
0.11595,0.027538,0.21371
0.12157,0.028167,0.22991
0.1276,0.02792,0.24623
0.13386,0.026753,0.26257
0.14011,0.025169,0.27885
0.14626,0.023493,0.29497
0.15218,0.021744,0.31089
0.15786,0.019945,0.32646
0.16319,0.018118,0.34164
0.16804,0.01629,0.35631
0.17242,0.014487,0.37036
0.17621,0.012731,0.38374
0.17938,0.010875,0.39635
0.18181,0.0092714,0.40813
0.18351,0.0077839,0.41904
0.18442,0.0064246,0.42904
0.18452,0.0051958,0.43813
0.18378,0.0041008,0.44631
0.18225,0.0031399,0.45364
0.17995,0.0023099,0.46018
0.17691,0.0016045,0.46603
0.17317,0.0010152,0.47129
0.16883,0.00053214,0.47609
0.16392,0.00015549,0.48058
0.15851,0,0.48492
0.15266,0,0.48927
0.14651,0,0.49379
0.14009,0,0.49865
0.13349,0,0.50399
0.1267,0,0.50996
0.11984,0.00010476,0.51669
0.11298,0.00049466,0.52429
0.10603,0.0010236,0.53285
0.099075,0.0017211,0.54243
0.09221,0.002626,0.55305
0.085333,0.0037878,0.56476
0.078571,0.0052685,0.57753
0.071967,0.0071436,0.59132
0.065444,0.0095144,0.60607
0.059132,0.012672,0.62172
0.052892,0.016375,0.63816
0.047083,0.020975,0.65527
0.041597,0.026646,0.67294
0.03653,0.03357,0.69102
0.032156,0.0422,0.70938
0.028822,0.051322,0.72785
0.026324,0.061034,0.74629
0.024649,0.07135,0.76455
0.023773,0.082064,0.78249
0.023667,0.093128,0.79996
0.024291,0.10469,0.81682
0.025663,0.11669,0.83296
0.027711,0.12895,0.84828
0.03037,0.14155,0.86269
0.033548,0.15434,0.87608
0.037422,0.16736,0.88839
0.041471,0.18048,0.89956
0.045484,0.19373,0.90956
0.049621,0.207,0.91835
0.053512,0.22025,0.92592
0.057345,0.23341,0.93228
0.06101,0.24652,0.93746
0.06449,0.25949,0.94144
0.067701,0.27224,0.94427
0.07064,0.28481,0.946
0.07343,0.29718,0.94669
0.075847,0.30928,0.94639
0.078126,0.32111,0.94518
0.080262,0.3327,0.9431
0.082246,0.34399,0.94023
0.084005,0.35505,0.93664
0.085547,0.36581,0.93239
0.087137,0.37634,0.92755
0.0885,0.3866,0.92218
0.089808,0.39665,0.91633
0.091056,0.40651,0.91008
0.092218,0.41615,0.90347
0.093288,0.42564,0.89654
0.094433,0.43497,0.88935
0.095461,0.44417,0.88194
0.096404,0.45325,0.87434
0.097432,0.46226,0.8666
0.098396,0.4712,0.85873
0.09929,0.48009,0.85079
0.10017,0.48895,0.84279
0.10103,0.49783,0.83475
0.10185,0.50669,0.8267
0.10265,0.51561,0.81867
0.10343,0.52459,0.8107
0.1041,0.53364,0.80279
0.10471,0.5428,0.79497
0.10533,0.55209,0.78726
0.10589,0.56151,0.77968
0.10636,0.5711,0.77225
0.10674,0.58087,0.76498
0.10702,0.59084,0.75789
0.10722,0.60103,0.751
0.10734,0.61146,0.74431
0.10738,0.62213,0.73784
0.10734,0.63308,0.73161
0.10722,0.64428,0.72562
0.10704,0.65578,0.71986
0.10679,0.66754,0.71433
0.10648,0.67957,0.70902
0.10611,0.69187,0.7039
0.10572,0.70441,0.69896
0.10532,0.71719,0.69416
0.10494,0.73015,0.68947
0.10463,0.74328,0.68483
0.10439,0.75653,0.68019
0.10426,0.76986,0.67551
0.10426,0.78322,0.67072
0.1044,0.79655,0.66574
0.1047,0.8098,0.66054
0.10522,0.8229,0.65504
0.10598,0.83579,0.64918
0.10698,0.84841,0.64287
0.1082,0.86071,0.63608
0.1099,0.87261,0.62872
0.11187,0.88407,0.62077
0.11421,0.89503,0.61216
0.11706,0.90546,0.6029
0.12036,0.9153,0.59296
0.12418,0.92455,0.58231
0.1286,0.93317,0.571
0.13366,0.94116,0.55903
0.13937,0.9485,0.54646
0.14593,0.95522,0.5333
0.15325,0.9613,0.51964
0.16156,0.96679,0.50554
0.17077,0.97169,0.4911
0.18102,0.97604,0.47636
0.19236,0.97989,0.46144
0.20479,0.98326,0.44641
0.2183,0.98619,0.43139
0.2329,0.98873,0.41643
0.24861,0.99091,0.40163
0.26531,0.99277,0.38706
0.28303,0.99434,0.3728
0.30164,0.99566,0.3589
0.32116,0.99676,0.3454
0.34148,0.99766,0.33235
0.36253,0.99838,0.31974
0.38426,0.99895,0.30759
0.40658,0.99936,0.29594
0.42943,0.99962,0.28472
0.45272,0.99973,0.27395
0.47637,0.9997,0.26356
0.5003,0.99949,0.25351
0.52445,0.99911,0.24375
0.54872,0.99852,0.23428
0.57302,0.9977,0.22497
0.59728,0.99662,0.21585
0.62139,0.99524,0.20681
0.6453,0.99353,0.19779
0.6689,0.99143,0.18883
0.69211,0.98892,0.17984
0.71483,0.98594,0.17084
0.73701,0.98246,0.16181
0.75854,0.9784,0.15266
0.77934,0.97376,0.14352
0.79937,0.96847,0.13432
0.81852,0.9625,0.12504
0.83677,0.95582,0.11578
0.85405,0.94839,0.10652
0.87033,0.94021,0.097188
0.88558,0.93125,0.087996
0.89977,0.92151,0.078769
0.9129,0.91099,0.069774
0.92496,0.89969,0.060744
0.93598,0.88763,0.051863
0.94597,0.87484,0.043098
0.95497,0.86134,0.034707
0.96301,0.84716,0.027266
0.97014,0.83234,0.020924
0.97639,0.81692,0.015457
0.98183,0.80093,0.010568
0.98649,0.78444,0.0066237
0.99044,0.76746,0.0032835
0.99373,0.75005,0.00048777
0.9964,0.73225,0
0.99851,0.71407,0
1,0.69558,0
1,0.6768,0
1,0.65774,0
1,0.63843,0
1,0.6189,0
1,0.59916,0
0.99935,0.57924,0
0.99753,0.55913,0
0.99518,0.53888,0
0.99225,0.51848,0
0.98869,0.49796,0
0.98446,0.47731,0
0.97951,0.4566,0
0.97377,0.43584,0
0.96721,0.41505,0
0.95975,0.39428,0
0.95137,0.37358,0
0.942,0.353,0
0.93163,0.3326,0
0.92022,0.31242,0
0.90777,0.29259,0
0.89426,0.27315,0.00064498
0.87968,0.2542,0.0019707
0.86409,0.23582,0.003347
0.84747,0.21811,0.004766
0.8299,0.20117,0.0062196
0.81141,0.18517,0.007701
0.79206,0.17012,0.0092079
0.77192,0.1562,0.01071
0.75108,0.14344,0.012448
0.72959,0.13198,0.013956
0.70754,0.12183,0.015471
0.68502,0.11318,0.016978
0.66211,0.1058,0.018469
0.63886,0.099749,0.019938
0.61538,0.095005,0.021277
0.59173,0.091296,0.022334
0.56797,0.088502,0.023137
0.54417,0.08647,0.023715
0.52037,0.085037,0.024091
0.49662,0.084063,0.024285
0.47296,0.083252,0.024312
0.44943,0.08265,0.024182
0.42604,0.082098,0.023906
0.40283,0.081423,0.023487
0.37983,0.080609,0.022929
0.35705,0.079634,0.022235
0.33449,0.078447,0.021403
0.31214,0.077032,0.020435
0.29009,0.075382,0.019327
0.2683,0.073505,0.01808
0.24678,0.071241,0.016692
0.22557,0.068716,0.015162
0.20465,0.065816,0.013487
0.18403,0.062739,0.011667
0.16385,0.059108,0.0095581
0.1448,0.052851,0.0077757
0.12671,0.043465,0.0061845
0.10623,0.032658,0.0046262
0.081141,0.021829,0.0030801
0.047015,0.010833,0.0015436
5.9085e-06,1.3749e-05,1.4438e-05
